shipment_id,order_id,priority,predicted_delay_risk,route_priority,coverage_status,green_shipment,event_type,severity,operational_priority_score,operational_priority,recommended_action,business_explanation
SHP000172,ORD000172,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP000173,ORD000173,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000174,ORD000174,Express,Medium,Medium,Secondary,Yes,No Disruption,None,67,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP000175,ORD000175,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP000176,ORD000176,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000177,ORD000177,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000178,ORD000178,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000179,ORD000179,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000180,ORD000180,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000181,ORD000181,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000182,ORD000182,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000183,ORD000183,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000184,ORD000184,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP000185,ORD000185,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP000186,ORD000186,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000187,ORD000187,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000188,ORD000188,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP000189,ORD000189,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000190,ORD000190,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000191,ORD000191,Standard,Medium,Medium,Secondary,Yes,No Disruption,None,52,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP000192,ORD000192,Standard,Medium,Low,Secondary,Yes,Driver Absence,Medium,56,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP000193,ORD000193,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000194,ORD000194,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000195,ORD000195,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000196,ORD000196,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000197,ORD000197,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000198,ORD000198,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000199,ORD000199,Express,Low,High,Secondary,Yes,No Disruption,None,65,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP000200,ORD000200,Standard,Medium,Medium,Secondary,Yes,No Disruption,None,52,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP000201,ORD000201,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000202,ORD000202,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000203,ORD000203,Standard,Medium,Low,Secondary,No,Inventory Shortage,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP000204,ORD000204,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000205,ORD000205,Standard,Medium,Medium,Secondary,Yes,No Disruption,None,52,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP000206,ORD000206,Standard,Medium,Low,Secondary,No,Driver Absence,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP000207,ORD000207,Standard,Medium,Low,Secondary,Yes,Inventory Shortage,Medium,56,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP000208,ORD000208,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000209,ORD000209,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000210,ORD000210,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000211,ORD000211,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000212,ORD000212,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP000213,ORD000213,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000214,ORD000214,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000215,ORD000215,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP000216,ORD000216,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000217,ORD000217,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP000218,ORD000218,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP000219,ORD000219,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP000220,ORD000220,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000221,ORD000221,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000222,ORD000222,Standard,Medium,Medium,Secondary,Yes,No Disruption,None,52,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP000223,ORD000223,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP000224,ORD000224,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP000225,ORD000225,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000226,ORD000226,Express,Medium,Medium,Secondary,Yes,No Disruption,None,67,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP000227,ORD000227,Standard,Medium,Low,Secondary,No,Inventory Shortage,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP000228,ORD000228,Standard,Medium,Low,Secondary,No,Weather Delay,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP000229,ORD000229,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP000230,ORD000230,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000231,ORD000231,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP000232,ORD000232,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000233,ORD000233,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP000234,ORD000234,Standard,Medium,Low,Secondary,No,Inventory Shortage,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP000235,ORD000235,Standard,Medium,Low,Secondary,No,Weather Delay,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP000236,ORD000236,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000237,ORD000237,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP000238,ORD000238,Express,Medium,Low,Secondary,No,Vehicle Breakdown,High,84,High,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP000239,ORD000239,Standard,Medium,Low,Secondary,No,Inventory Shortage,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP000240,ORD000240,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000241,ORD000241,Express,Medium,Low,Secondary,Yes,No Disruption,None,61,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP000242,ORD000242,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000243,ORD000243,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000244,ORD000244,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000245,ORD000245,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP000246,ORD000246,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP000247,ORD000247,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000248,ORD000248,Express,Medium,Low,Secondary,Yes,No Disruption,None,61,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP000249,ORD000249,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP000250,ORD000250,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP000251,ORD000251,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP000252,ORD000252,Express,Medium,Medium,Secondary,Yes,No Disruption,None,67,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP000253,ORD000253,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
